rho_DM_0 r_s rho_b0 r_b Sigma_0 R_d
4.981157980168174021e+06 2.298907013562178037e+01 5.200111945742861328e+12 3.844552305051091717e-02 4.991535775588169486e+02 3.682628135130108227e+00
4.962173849603398703e+06 2.221855127795553031e+01 5.052077424618549805e+12 3.956661584302043067e-02 4.971563966759217124e+02 3.791967545745777546e+00
4.998970321619021706e+06 2.258822320823338003e+01 5.256054109180080078e+12 3.859218928470559834e-02 4.986372141901760529e+02 3.762683401835066110e+00
4.911516135025415570e+06 2.228814474575866456e+01 5.275338749579824219e+12 3.899005788333016753e-02 4.984932732030043212e+02 3.857147446729887186e+00
4.984559160872972570e+06 2.249720271877122713e+01 5.125263125526875977e+12 3.885998945749215283e-02 4.958742805290954720e+02 3.849386281212537231e+00
4.980620726909266785e+06 2.191045309903283567e+01 5.035717140146963867e+12 3.912793900141013637e-02 4.985136152934183542e+02 3.900129780665552826e+00
4.983300029141182080e+06 2.225428505726513606e+01 5.429904794206808594e+12 3.814539767129083297e-02 4.995810576352241128e+02 3.891412232196022281e+00
4.981666926717190072e+06 2.295812461723141240e+01 5.020862327430401367e+12 3.893859675824294653e-02 4.979495660327179394e+02 3.785178767187904469e+00
4.965220826331751421e+06 2.245085730083741993e+01 5.058160956334018555e+12 3.929414957191908198e-02 4.927653851276568844e+02 3.782863689150354425e+00
4.917947448281300254e+06 2.212930743122853983e+01 5.146332647462157227e+12 3.926802785611754193e-02 4.980134556899041627e+02 3.781854231575328740e+00
4.931497491859886795e+06 2.197168148046771208e+01 5.050323802813504883e+12 3.940100000369462646e-02 4.997513548318718222e+02 3.833749981197389634e+00
4.864109965841964819e+06 2.272726603937890388e+01 5.105402990298593750e+12 3.904544270884907631e-02 4.998862261900482054e+02 3.864086917146637212e+00
4.956299249513278715e+06 2.280244626950339182e+01 5.012558904916261719e+12 3.943303063436698341e-02 4.993166204912799913e+02 3.668081420413401794e+00
4.972915053223393857e+06 2.269896728177852907e+01 5.159744276041281250e+12 3.885792855733247175e-02 4.977954491086048279e+02 3.884037505779247557e+00
4.974152350484667346e+06 2.264942150069367699e+01 5.211821735439353516e+12 3.900831270412574714e-02 4.999039230875455928e+02 3.687557455958120123e+00
4.928663139397044666e+06 2.228606695663562220e+01 5.167861945364623047e+12 3.851237739873621113e-02 4.993765072446025783e+02 3.947927992459282276e+00
4.924642915745746344e+06 2.218950339257401438e+01 5.011171930002503906e+12 3.903224209744864115e-02 4.999237583302318058e+02 3.855830504536927439e+00
4.945638403291885741e+06 2.315842057548535138e+01 5.294749225888437500e+12 3.818934847308575603e-02 4.995950839730172106e+02 3.621157165384026655e+00
4.894374277596818283e+06 2.217358910007860828e+01 5.048074661019616211e+12 3.979125093709496436e-02 4.999613977662642696e+02 3.800035702401916460e+00
4.901180603526875377e+06 2.214014477530724889e+01 5.345198900246994141e+12 3.829278973495996163e-02 4.996941564820163535e+02 3.890673280088072783e+00
4.879724452078604139e+06 2.233901801539439447e+01 5.010328564619438477e+12 3.924619326051225626e-02 4.989263567834316291e+02 3.809275315023536113e+00
4.881632686573718674e+06 2.240069974553198406e+01 5.004884427965773438e+12 3.932273294833604077e-02 4.986404807265191721e+02 3.813202104211445231e+00
4.987510545215198770e+06 2.240816958848908769e+01 5.020886378337835938e+12 3.919135422289708043e-02 4.996605953467803829e+02 3.726612557554708882e+00
4.918922492059675045e+06 2.286441401016432451e+01 5.146120268302402344e+12 3.888457684280037518e-02 4.998953551692309247e+02 3.655933486051020420e+00
4.921243872764104046e+06 2.268737964311532807e+01 5.385190412298641602e+12 3.814890307519532703e-02 4.993273894778400859e+02 3.798521714568385832e+00
4.971622723996527493e+06 2.213620735663720751e+01 5.002813531343338867e+12 3.984756206013253393e-02 4.980875567867431073e+02 3.793628819567916199e+00
4.997556778870325536e+06 2.284862653518800357e+01 5.001959882727444336e+12 3.931863425691867892e-02 4.944218633263703850e+02 3.722424989196881029e+00
4.981241972357237712e+06 2.269604191401375815e+01 5.038813337827197266e+12 3.939325715854243709e-02 4.992102298232597377e+02 3.671390048789943350e+00
4.976168787710351869e+06 2.184008666812355415e+01 5.143662986054551758e+12 3.894130944415717666e-02 4.950655766712800983e+02 3.911005226172249660e+00
4.997809984825158492e+06 2.241366692631390478e+01 5.114600870305552734e+12 3.862241191607629354e-02 4.985151522685439431e+02 3.840645190734131464e+00
4.893201870107145980e+06 2.213650716043728650e+01 5.030800896947956055e+12 3.937569492463490611e-02 4.980918109291989140e+02 3.911557247514763525e+00
4.921054118080664426e+06 2.222547692411356479e+01 5.120659416490706055e+12 3.908887544747970816e-02 4.992730703234712450e+02 3.753593755609016647e+00
4.991760866486867890e+06 2.253068979925548376e+01 5.004334135285084961e+12 3.947523488999693519e-02 4.992724055148159437e+02 3.839213540203812780e+00
4.931619316056201234e+06 2.229387244259094558e+01 5.219041649771089844e+12 3.855328016066233987e-02 4.997488113038443771e+02 3.871040473425760631e+00
4.930500978623820469e+06 2.327090259159828989e+01 5.092622631778342773e+12 3.870979356243349490e-02 4.963310954076137591e+02 3.680459401703460642e+00
4.958009018704831600e+06 2.240732791205746821e+01 5.000111022374776367e+12 3.968125920624632902e-02 4.927709922860166785e+02 3.899156387023289927e+00
4.988827416337870061e+06 2.190099064417515962e+01 5.049836343628807617e+12 3.942214448767435153e-02 4.958197525816377151e+02 3.917683262742276185e+00
4.935769116783890873e+06 2.214037413273922539e+01 5.170410209253943359e+12 3.940342290220266025e-02 4.989397301072535811e+02 3.798942033817103603e+00
4.944055226066133007e+06 2.289275128511445700e+01 5.100011220598562500e+12 3.898349696773335815e-02 4.950228358355316800e+02 3.755611481903136095e+00
4.978770460324871354e+06 2.193026090872304579e+01 5.027831279320876953e+12 3.935017458645174299e-02 4.998881256669624236e+02 3.903741684414704149e+00
4.928725740377813578e+06 2.208864223461420195e+01 5.133514984593450195e+12 3.893624519497389941e-02 4.997673163112469865e+02 3.961231947349014071e+00
4.981241930861588567e+06 2.234006854000168829e+01 5.081013359172003906e+12 3.918684869471304733e-02 4.998749565460655617e+02 3.713473652697745653e+00
4.992958676834212616e+06 2.252220593930800874e+01 5.140877834334977539e+12 3.884353421537511258e-02 4.995036025954989896e+02 3.738676627017325060e+00
4.933263681030095555e+06 2.276307316433852179e+01 5.035680131620668945e+12 3.905533677934010239e-02 4.973251828576152889e+02 3.724770997208036949e+00
4.981927183565347455e+06 2.241931765705740531e+01 5.018125595408048828e+12 3.927730953458618418e-02 4.963413879259639430e+02 3.806459297442900791e+00
4.844710176572991535e+06 2.316722018535270777e+01 5.104533532452623047e+12 3.908673379657640057e-02 4.989153898404598522e+02 3.780037946377102109e+00
4.956066800003734417e+06 2.203703112945271769e+01 5.308445227849043945e+12 3.844022557228621989e-02 4.972484330424828158e+02 3.880653691068295608e+00
4.978375580248151906e+06 2.234837409795359520e+01 5.003919726826046875e+12 3.955809763350036368e-02 4.986598975227911978e+02 3.675571111980511230e+00
4.971905019748893566e+06 2.273746118841653896e+01 5.053462139946273438e+12 3.903019200201592737e-02 4.990832706160836665e+02 3.768463213948054946e+00
4.924617799384607002e+06 2.255044738483506706e+01 5.115350536341875000e+12 3.878003031252373611e-02 4.978700691658422670e+02 3.828703801423686492e+00
4.960462834622267634e+06 2.322866584428634695e+01 5.044415861047458008e+12 3.895761949424642046e-02 4.978127112888385000e+02 3.738862004342893730e+00
4.981992890444731340e+06 2.295640446317138483e+01 5.076006027946845703e+12 3.893461849014536597e-02 4.999252779398125881e+02 3.641965230712954416e+00
4.785963024445535615e+06 2.260883529424354421e+01 5.009653950144325195e+12 3.922864654629658332e-02 4.998746729538812019e+02 3.814267251258959490e+00
4.932418466733122244e+06 2.321056732427015845e+01 5.161129909529011719e+12 3.851527797141434534e-02 4.993975585491333504e+02 3.615384637644821098e+00
4.942808527362760156e+06 2.290758340142004101e+01 5.173100346040708008e+12 3.922033489297131054e-02 4.944328858279981773e+02 3.616398704832477939e+00
4.977763924629407004e+06 2.235358080889380972e+01 5.055232362584388672e+12 3.913724852414341565e-02 4.962422732814109168e+02 3.918876552164199722e+00
4.989365350227475166e+06 2.179183954233691267e+01 5.005920501833505859e+12 3.941046524280000796e-02 4.950253917502412264e+02 3.950162809511775563e+00
4.904861209128953516e+06 2.282973844325215396e+01 5.057842853288490234e+12 3.926109179826427903e-02 4.959081656076117497e+02 3.795885913894369690e+00
4.800846757358884439e+06 2.251090445870002910e+01 5.563023262472100586e+12 3.768409291341515838e-02 4.995477337866514631e+02 3.787611795932731340e+00
4.931140205479944125e+06 2.333953269265397523e+01 5.177040108482443359e+12 3.874348193405045826e-02 4.967155693987443783e+02 3.646851989311110209e+00
4.932702178116610274e+06 2.220499631212042857e+01 5.028450071115733398e+12 3.947706806281748443e-02 4.994416111614810347e+02 3.816814456350928975e+00
4.974409026321574114e+06 2.235572577160628782e+01 5.000298818299736328e+12 3.924269308131862061e-02 4.999367050702242636e+02 3.650089753945822579e+00
4.987914224326360039e+06 2.262439070374102101e+01 5.101087062080249023e+12 3.874783652478709650e-02 4.970523155820745274e+02 3.795423236229598984e+00
4.968743593512212858e+06 2.254535188741131435e+01 5.118791789123332031e+12 3.883117468719107096e-02 4.988473996374719945e+02 3.769032644569794144e+00
4.691467643307255581e+06 2.343702736189398905e+01 5.066822130466869141e+12 3.931765268663369589e-02 4.975270622011756814e+02 3.736543372502246108e+00
4.951457324688903987e+06 2.219322746800463619e+01 5.068016271395315430e+12 3.938631019895064145e-02 4.972784079188228361e+02 3.763935667297401810e+00
4.943822259336372837e+06 2.253838339198105700e+01 5.168416181401633789e+12 3.896601173262514983e-02 4.993416461966733664e+02 3.707549720731202481e+00
4.962170766040515155e+06 2.346383423114723499e+01 5.198059323494053711e+12 3.833968770531954312e-02 4.995397969348331344e+02 3.624942135789143816e+00
4.915054511859916151e+06 2.158145553981584897e+01 5.086779202344027344e+12 3.906117211401964606e-02 4.998909931219922669e+02 4.029059264712864241e+00
4.925697063344281167e+06 2.234166313158401351e+01 5.061832133221707031e+12 3.893410502062630285e-02 4.977373026991709821e+02 3.885885057490047423e+00
4.841959202714925632e+06 2.250013484345734938e+01 5.434871973254289062e+12 3.866494012409324443e-02 4.982611213692733259e+02 3.577829003061837820e+00
4.935457968274042010e+06 2.265020430521561678e+01 5.097189912316734375e+12 3.883211332910568858e-02 4.975378542024009789e+02 3.824752260105280133e+00
4.944367244254632853e+06 2.244049536240981269e+01 5.118572389825389648e+12 3.903238802390308210e-02 4.981350064934770785e+02 3.851469647780214167e+00
4.865275400721659884e+06 2.237102183140351386e+01 5.082015335413833984e+12 3.922645842180762926e-02 4.995830419126343145e+02 3.929421027972439528e+00
4.978301108358005062e+06 2.139976529045074471e+01 5.026644234411436523e+12 3.962965289811513220e-02 4.995366908265447705e+02 4.019627338012142559e+00
4.973839344133852050e+06 2.241601381824443706e+01 5.401906447050338867e+12 3.816011040763211265e-02 4.998704886827525229e+02 3.806225596033530945e+00
4.978473440299103037e+06 2.197337843144772762e+01 5.213319463257284180e+12 3.903281044668108213e-02 4.980740159402648715e+02 3.805629724212599818e+00
4.873528110879018903e+06 2.332843741625587342e+01 5.307135253078721680e+12 3.835629972672980476e-02 4.997118752877912016e+02 3.680436709258968708e+00
4.935988633780061267e+06 2.250709967879433293e+01 5.043442670932009766e+12 3.904104346710458862e-02 4.980835498001768542e+02 3.831458942296807724e+00
4.919387692364031449e+06 2.191761632273719584e+01 5.265434471152678711e+12 3.883604800766706638e-02 4.984434655064064827e+02 3.896198583602666687e+00
4.815635371460842900e+06 2.244688770009646106e+01 5.174856903026577148e+12 3.868640974064756904e-02 4.993610331294872822e+02 3.824687249988014681e+00
4.992127821631461382e+06 2.256770996021383269e+01 5.126212207547625000e+12 3.880582618485016455e-02 4.976277393761948815e+02 3.727626811955035979e+00
4.842667207094158977e+06 2.195930709892303412e+01 5.049155305699144531e+12 3.921110262955990189e-02 4.993890134641822556e+02 3.918865975350112940e+00
4.928663139397044666e+06 2.228606695663562220e+01 5.167861945364623047e+12 3.851237739873621113e-02 4.993765072446025783e+02 3.947927992459282276e+00
4.977714486241674982e+06 2.227479265379794526e+01 5.064151337619018555e+12 3.941732877829231402e-02 4.997463304727152149e+02 3.711896079732573295e+00
4.999048882511595264e+06 2.205349071759106749e+01 5.041658486025541992e+12 3.927079060030685964e-02 4.990527691315301126e+02 3.834192806620499105e+00
4.968799720293989405e+06 2.215423569278653559e+01 5.227221785964609375e+12 3.886549831156914381e-02 4.989911936134840289e+02 3.834366032285713377e+00
4.996055945493961684e+06 2.246894360047212302e+01 5.062222426509731445e+12 3.956343301762162840e-02 4.998626405221611435e+02 3.664726620770977661e+00
4.953838115039503202e+06 2.332008088441508420e+01 5.027246542027728516e+12 3.913490303989038827e-02 4.990118170319308888e+02 3.688356654539928670e+00
4.975921036615922116e+06 2.208827898939701484e+01 5.327084038410785156e+12 3.857314719909721301e-02 4.998961930542624827e+02 3.872407004499393679e+00
4.953520374113595113e+06 2.216868345941576735e+01 5.010308966298442383e+12 3.908795369027944638e-02 4.979361335125523169e+02 3.879633213665661273e+00
4.999780317273838446e+06 2.233750965336903960e+01 5.006565369624465820e+12 3.903340507698362105e-02 4.995754593918525188e+02 3.833422138009009661e+00
4.951468189280733466e+06 2.219355353834193068e+01 5.145568242277238281e+12 3.898590984358364653e-02 4.991551723649589007e+02 3.947107276632130457e+00
4.923301024445794523e+06 2.244199093885665519e+01 5.004286107868776367e+12 3.950447824872025532e-02 4.979091317136320640e+02 3.723166554964449926e+00
4.967099299069823697e+06 2.258949208757162097e+01 5.314178353907996094e+12 3.877835827401394930e-02 4.983585842334555309e+02 3.657945857879289164e+00
4.976699770182080567e+06 2.231387063834021944e+01 5.038406332524458008e+12 3.941595903629460662e-02 4.997244905543603863e+02 3.752251147212043225e+00
4.935123675312891603e+06 2.239145412806229629e+01 5.100165609562344727e+12 3.893894774750081278e-02 4.975480548107156551e+02 3.932806973251524507e+00
4.991937945110397413e+06 2.254306964290957183e+01 5.013833796555512695e+12 3.968819573353650487e-02 4.986572081080357748e+02 3.762607821085817594e+00
4.969831833386445418e+06 2.166053340083028900e+01 5.032695684210269531e+12 3.907311502018424171e-02 4.995579575480153380e+02 4.041977166535598798e+00
4.935862845365506597e+06 2.255953629202296895e+01 5.060301548195486328e+12 3.903833226747353141e-02 4.996340043048707003e+02 3.752370510574004836e+00
4.984346524676412344e+06 2.230479517801920863e+01 5.185026553732916016e+12 3.888069404232452619e-02 4.993319286928052065e+02 3.775108269226504554e+00
4.954499212681859732e+06 2.302936680832841887e+01 5.044269761114517578e+12 3.936181107918845790e-02 4.978696816899139321e+02 3.789069148051318336e+00
4.950458675064146519e+06 2.247092119334092075e+01 5.155136989557259766e+12 3.867360988875692684e-02 4.996489641989165875e+02 3.939281478128029423e+00
4.990333229251040146e+06 2.225254865538116889e+01 5.139651238238502930e+12 3.845571409886180264e-02 4.974507517684330082e+02 3.635820091944593102e+00
4.899821083234033547e+06 2.244360715303634635e+01 5.160077321702783203e+12 3.902310510747868805e-02 4.985455757178891076e+02 3.875292997252311800e+00
