rho_DM_0 r_s rho_b0 r_b Sigma_0 R_d
4.903663526313712820e+06 2.291020689901145602e+01 5.017888048684631836e+12 3.871235461599648736e-02 4.972715700437759665e+02 3.815865760143811958e+00
4.888920409011538140e+06 2.253784582887996990e+01 5.010629743025934570e+12 3.994977240929529355e-02 4.990983407080503866e+02 3.766012905302976055e+00
4.986801128669574857e+06 2.141875742151430728e+01 5.016853384828601562e+12 4.004524210901938552e-02 4.990233742417837561e+02 4.023881471702354773e+00
4.992686093531907536e+06 2.315520894411625363e+01 5.039218605424495117e+12 3.941639204943254982e-02 4.997862356291577726e+02 3.645060368353081337e+00
4.835144576467053965e+06 2.284142504162725018e+01 5.220766792107234375e+12 3.880582896638730406e-02 4.987032479846022852e+02 3.854660100059202232e+00
4.816305326149661094e+06 2.280415586898672231e+01 5.055810215332786133e+12 3.911266170084335553e-02 4.999352857754151955e+02 3.846881670104027595e+00
4.937449673646751791e+06 2.248756978012988128e+01 5.119298220324500977e+12 3.920636806687096548e-02 4.987803468298995426e+02 3.736110497443537071e+00
4.988799383739965037e+06 2.268588399076657325e+01 5.171808145881170898e+12 3.849756872580110956e-02 4.988893552133127969e+02 3.714156654497814181e+00
4.984185843650418334e+06 2.264712770066414294e+01 5.176002870308363281e+12 3.887919845910071254e-02 4.992311984538652609e+02 3.618117405323022506e+00
4.976044987400272861e+06 2.279952958417489484e+01 5.066743429208989258e+12 3.897516832733995823e-02 4.986923802045092202e+02 3.875974304205423770e+00
4.956464958322585560e+06 2.221330849816620301e+01 5.210574095175062500e+12 3.898964164359400991e-02 4.983998870588353611e+02 3.928719870851371532e+00
4.968529543493190780e+06 2.304279553748337150e+01 5.057909442002583984e+12 3.871499349016660485e-02 4.962031673234349114e+02 3.678969034210756828e+00
4.971721098150981590e+06 2.232194840460189766e+01 5.290324057494753906e+12 3.833173693949166322e-02 4.995361888674494253e+02 3.884909103757403948e+00
4.890549575313922018e+06 2.202710554670879262e+01 5.110078461222076172e+12 3.870322393539462474e-02 4.980961993013513052e+02 4.091718765659223322e+00
4.978176037518853322e+06 2.257116625082138484e+01 5.027720592965421875e+12 3.915211856294394804e-02 4.997454558697949096e+02 3.858129100638193254e+00
4.944738569646403193e+06 2.247827722591159727e+01 5.246673053515782227e+12 3.882533772500146307e-02 4.972954775034440900e+02 3.719596956209370475e+00
4.955600526200052351e+06 2.241248345118017582e+01 5.077977303458022461e+12 3.897209197651108070e-02 4.994530109626598460e+02 3.651456108779648879e+00
4.995105605879996903e+06 2.276283294716791517e+01 5.016106496462556641e+12 3.904189032021129768e-02 4.989829233392907781e+02 3.753363581413660111e+00
4.996141930944454856e+06 2.265082816018050949e+01 5.045919105008142578e+12 3.904106836015926868e-02 4.975324777682756690e+02 3.764299465410464229e+00
4.952711072835767642e+06 2.233547035541334935e+01 5.285958398660733398e+12 3.844985286202118324e-02 4.984500708045805482e+02 3.895249827992588898e+00
4.841519379316232167e+06 2.231078574305402995e+01 5.137834988117121094e+12 3.871067097211852021e-02 4.997211968265673363e+02 3.785276504522753882e+00
4.990942014234123752e+06 2.191402978890313946e+01 5.027465542307774414e+12 3.929006151111795464e-02 4.999943011901513046e+02 3.889721155877377878e+00
4.891518399235846475e+06 2.220177211861948763e+01 5.140396931626807617e+12 3.865148464559246128e-02 4.998430461423068323e+02 3.884955596686897383e+00
4.999518758241189644e+06 2.262563155641633017e+01 5.063409172582546875e+12 3.912740605968267893e-02 4.992408846019800421e+02 3.775341690842839437e+00
4.943942252364151180e+06 2.162179125469531016e+01 5.176403379441944336e+12 3.898515134112040537e-02 4.971538841316238404e+02 3.947545715363080188e+00
4.796378039607687853e+06 2.295539547269680725e+01 5.086558229579107422e+12 3.891307318977157981e-02 4.991206540360132635e+02 3.822642860176492352e+00
4.817455339142987505e+06 2.323606968035024778e+01 5.026515282217127930e+12 3.912428331007987425e-02 4.993548729787943898e+02 3.876760318009602191e+00
4.985460000184422359e+06 2.331845361990757226e+01 5.105703783893049805e+12 3.853842872225322902e-02 4.976612808905306338e+02 3.674542101728837107e+00
4.927145837746500038e+06 2.159346972629609596e+01 5.263445037951753906e+12 3.878020980389192129e-02 4.978542184680503624e+02 3.885185233673809080e+00
4.947480061337247491e+06 2.245813604214144732e+01 5.321547186740105469e+12 3.852067135691344957e-02 4.960443172748583152e+02 3.803446492200662554e+00
4.975210106153618544e+06 2.183512161374944682e+01 5.303279746314055664e+12 3.823422045452850443e-02 4.996048988738698995e+02 3.825147272225922990e+00
4.951819758768487722e+06 2.270881208671410434e+01 5.194417364595480469e+12 3.840250795016940388e-02 4.965395380234122626e+02 3.799958588115289082e+00
4.972012798109196126e+06 2.240362585470171553e+01 5.121350187511375977e+12 3.867601342913259271e-02 4.974261764902276468e+02 3.838700129979986997e+00
4.796378039607687853e+06 2.295539547269680725e+01 5.086558229579107422e+12 3.891307318977157981e-02 4.991206540360132635e+02 3.822642860176492352e+00
4.999551350526280701e+06 2.245380069105874554e+01 5.086063295760457031e+12 3.868511862007217167e-02 4.976998291256468292e+02 3.835111320660729017e+00
4.875049733256453648e+06 2.297333517461866137e+01 5.109601870074754883e+12 3.894620607702724280e-02 4.997673587424821449e+02 3.713338074791902699e+00
4.901352406160430983e+06 2.235291872873208519e+01 5.000694408971493164e+12 3.937420744948211260e-02 4.988451726345364818e+02 3.909960348826729604e+00
4.942239781456360593e+06 2.206265965366515047e+01 5.002867009097641602e+12 3.905468867102084018e-02 4.991575463443758167e+02 3.804280064093886082e+00
4.839619988134793006e+06 2.295445229839067380e+01 5.386883458775273438e+12 3.837797902685879253e-02 4.981210099872289447e+02 3.786013016732312941e+00
4.992675146505733952e+06 2.219105982295202750e+01 5.255387839931113281e+12 3.873548356849221969e-02 4.994271757984359965e+02 3.925333559037838871e+00
4.821211078489992768e+06 2.277614041101471543e+01 5.174510450948045898e+12 3.892141485294085129e-02 4.973165902022479941e+02 3.721042696706589492e+00
4.808192330593589693e+06 2.280850419876763624e+01 5.042106989125018555e+12 3.952794508900212000e-02 4.999697793198815248e+02 3.785860551293318110e+00
4.959437841676803306e+06 2.174229762561021317e+01 5.213754964132033203e+12 3.905184756357294590e-02 4.965439777172657045e+02 4.037067507318081283e+00
4.956036622118938714e+06 2.284275894471822710e+01 5.093292458034190430e+12 3.892794281599401551e-02 4.971617860670168056e+02 3.679008456065170574e+00
4.990117210163665935e+06 2.288073747475924691e+01 5.011307523127112305e+12 3.901024801722070834e-02 4.977201924111150220e+02 3.762709164908786263e+00
4.984609885051308200e+06 2.228787596519914516e+01 5.017927185662864258e+12 3.925774056574816984e-02 4.993212552169629248e+02 3.605841652423688704e+00
4.960843819389205426e+06 2.206188930285053829e+01 5.055431739509809570e+12 3.954491822212241603e-02 4.993621335688386580e+02 3.961088712194304584e+00
4.964579619264045730e+06 2.248091877952546369e+01 5.423679246389512695e+12 3.835757453955646740e-02 4.974716587834328720e+02 3.787342190395485364e+00
4.994016409922458231e+06 2.202894439361511303e+01 5.072010744646230469e+12 3.942217201998848147e-02 4.978732294566852374e+02 3.773018123991437101e+00
4.997556778870325536e+06 2.284862653518800357e+01 5.001959882727444336e+12 3.931863425691867892e-02 4.944218633263703850e+02 3.722424989196881029e+00
4.876510487810399383e+06 2.189416172734834021e+01 5.035067546196142578e+12 3.981176705022836798e-02 4.968277385223593683e+02 3.848199861647310094e+00
4.992028621253425255e+06 2.294078252306888643e+01 5.009847296971870117e+12 3.938348549565186263e-02 4.989399698086866124e+02 3.719242910883961528e+00
4.819875660527591594e+06 2.240460798291838529e+01 5.132221971201720703e+12 3.903437577918633661e-02 4.989365458867457050e+02 3.847287646854342213e+00
4.816224397259807214e+06 2.346043829049693841e+01 5.012900089278666992e+12 3.891552639470309549e-02 4.996496343961287607e+02 3.740247137720293935e+00
4.991295405268142000e+06 2.221510793036122422e+01 5.131098028398765625e+12 3.905302302144142423e-02 4.969756201786660199e+02 3.824088094998954634e+00
4.962195866849068552e+06 2.263859450037666221e+01 5.239952174498813477e+12 3.835187401256618528e-02 4.999613125594484586e+02 3.741616013447741640e+00
4.941763273911429569e+06 2.207188502678910780e+01 5.047414170480221680e+12 3.899267879149519167e-02 4.999018681473003767e+02 3.910277140180271616e+00
4.943541117920963094e+06 2.201845509633094977e+01 5.087838915568340820e+12 3.964639171856431527e-02 4.989423209861811870e+02 3.754076997145842309e+00
4.935459383869994432e+06 2.287396832484725095e+01 5.045345684555111328e+12 3.882493568369193432e-02 4.990454546139046101e+02 3.796577121485659401e+00
4.990511353499386460e+06 2.197791056095445583e+01 5.132343512709237305e+12 3.916090313513991006e-02 4.960094800939477864e+02 3.875091415010831764e+00
4.946366076769140549e+06 2.255872628559064452e+01 5.376863163985609375e+12 3.810228839631971121e-02 4.999348964949402898e+02 3.776586623644183849e+00
4.998635415417035110e+06 2.169070226953505909e+01 5.078264119551444336e+12 3.941203459706651979e-02 4.999958038045267017e+02 3.908541121700269461e+00
4.764816197893698700e+06 2.287400576742194858e+01 5.005359438358418945e+12 3.906721157480933654e-02 4.990114086873352335e+02 3.883850388367262596e+00
4.973825579669214785e+06 2.235429262987257459e+01 5.026301281367038086e+12 3.921376193329548232e-02 4.996892622365132866e+02 3.692758082634759020e+00
4.988434278613999486e+06 2.233589994774653320e+01 5.061184335187613281e+12 3.891879493790405958e-02 4.996641117069001439e+02 3.875744275019424201e+00
4.978301108358005062e+06 2.139976529045074471e+01 5.026644234411436523e+12 3.962965289811513220e-02 4.995366908265447705e+02 4.019627338012142559e+00
4.905933212343258783e+06 2.222935335671454737e+01 5.032133577966450195e+12 3.920641064043145496e-02 4.997605390522606399e+02 3.827540639942425216e+00
4.956654499647107907e+06 2.274040931799170551e+01 5.402870603995270508e+12 3.795437394587043017e-02 4.990859125788184087e+02 3.685663903181177758e+00
4.764816197893698700e+06 2.287400576742194858e+01 5.005359438358418945e+12 3.906721157480933654e-02 4.990114086873352335e+02 3.883850388367262596e+00
4.982245731811136939e+06 2.299639521895431926e+01 5.122739638793082031e+12 3.920452947516459702e-02 4.984137757275009903e+02 3.706165770120501524e+00
4.992922088716998696e+06 2.266087162069762684e+01 5.037607184650124023e+12 3.954538380853116902e-02 4.962325847686069551e+02 3.902549040141658487e+00
4.964246955120297149e+06 2.241871907780280893e+01 5.101981377852727539e+12 3.906797838307451282e-02 4.969476848564612510e+02 3.940458044321650366e+00
4.771592157419078983e+06 2.315070685464841560e+01 5.050700799468023438e+12 3.883065286978101827e-02 4.972133001464438280e+02 3.787320483072019517e+00
4.877627079948969185e+06 2.246567412248100482e+01 5.244827734332662109e+12 3.849652728730039442e-02 4.968333590380394753e+02 3.946131669060097380e+00
4.928758903873299249e+06 2.273558738547789559e+01 5.004322819779371094e+12 3.963212124173926681e-02 4.992352834146015539e+02 3.677300830056689396e+00
4.861520159274591133e+06 2.274098540695389659e+01 5.022060241352632812e+12 3.933698093355020298e-02 4.993776142931176310e+02 3.777526241407904273e+00
4.950053019473169930e+06 2.227388352709157004e+01 5.117387889796362305e+12 3.887153047189082639e-02 4.979615914280325342e+02 3.988440925882387855e+00
4.925029857541831210e+06 2.321470591282503193e+01 5.101804010241469727e+12 3.900220565423471314e-02 4.986417692322530115e+02 3.615838103956735772e+00
4.921324134147524834e+06 2.226355860514190965e+01 5.054593214543771484e+12 3.922339765632840841e-02 4.998076025703797995e+02 3.872117468030976450e+00
4.880735926206793636e+06 2.215456221949030891e+01 5.107701859896246094e+12 3.907514107781383250e-02 4.991896385074760474e+02 3.728662668779072931e+00
4.954286141597654670e+06 2.267416984564079385e+01 5.237166095731616211e+12 3.859216266875752088e-02 4.998894323509224478e+02 3.828010391951650160e+00
4.785963024445535615e+06 2.260883529424354421e+01 5.009653950144325195e+12 3.922864654629658332e-02 4.998746729538812019e+02 3.814267251258959490e+00
4.911885135898472741e+06 2.283871694959513832e+01 5.427944956465458984e+12 3.765177475820375569e-02 4.996006836369714961e+02 3.788285292111313485e+00
4.971382715624764562e+06 2.280082365496820529e+01 5.169150714750283203e+12 3.874701292745711539e-02 4.998388459458244029e+02 3.750735335949070048e+00
4.990423451356671751e+06 2.226427757917601724e+01 5.129691450295278320e+12 3.880212483757505132e-02 4.991525467104345921e+02 3.657329302604597210e+00
4.945687132226608694e+06 2.257978174479128342e+01 5.025710654843629883e+12 3.957640711982617077e-02 4.996622176526012140e+02 3.761415517951868459e+00
4.956630511315355077e+06 2.241095086466885178e+01 5.056139741328592773e+12 3.929542908264145595e-02 4.979914860034681965e+02 3.789924764696502635e+00
4.983479208633732982e+06 2.172821130259106326e+01 5.536855960088017578e+12 3.791766209888023514e-02 4.992419760461193619e+02 4.016429122320552381e+00
4.988723131198816001e+06 2.284013212257724490e+01 5.018655564789670898e+12 3.894630155978541508e-02 4.988290553300500392e+02 3.717657727824099201e+00
4.973678816861297004e+06 2.175786773738638402e+01 5.152015181627737305e+12 3.965020030892577041e-02 4.982906655757130920e+02 3.869557932631090047e+00
4.820153318747647107e+06 2.321164188890399060e+01 5.191700469607903320e+12 3.861410215539388263e-02 4.999420980639329741e+02 3.882799888922702003e+00
4.991051799472548068e+06 2.254291120122358194e+01 5.238423955915219727e+12 3.888437140666965719e-02 4.988986361911988752e+02 3.741689306767460810e+00
4.999840444338598289e+06 2.279342378195600816e+01 5.016778451492876953e+12 3.952414959604612366e-02 4.974741902772753406e+02 3.697098875193395973e+00
4.983005012865187600e+06 2.240113295621148026e+01 5.366870381959847656e+12 3.861037681880172268e-02 4.999293736854510826e+02 3.705499958328082322e+00
4.985882945893918164e+06 2.256430793546460478e+01 5.391548872239889648e+12 3.794472651382116424e-02 4.980717596204439701e+02 3.741693744069273464e+00
4.996270920573839918e+06 2.234613758651324389e+01 5.109414714534847656e+12 3.875654373026054395e-02 4.996497343250720178e+02 3.838945097391610606e+00
4.761814916707080789e+06 2.295740792466556357e+01 5.057876829580067383e+12 3.889452516976125290e-02 4.972415600213932407e+02 3.922960020926392399e+00
4.989391112505388446e+06 2.231182666885157317e+01 5.162342718184538086e+12 3.873131080670208504e-02 4.964613506989593930e+02 3.901023707572558674e+00
4.855937880442716181e+06 2.300763264248217865e+01 5.052857565402898438e+12 3.933214058227095522e-02 4.993280409837410048e+02 3.670997722630624960e+00
4.986188912075364962e+06 2.217754257176743948e+01 5.056039077433092773e+12 3.927366060232367895e-02 4.996055696552498944e+02 3.837936636691033243e+00
4.992418014914602041e+06 2.265900932313392246e+01 5.175719556685608398e+12 3.868711948035265247e-02 4.989402999951537367e+02 3.820691982283928922e+00
4.996791928895521909e+06 2.212962335366054134e+01 5.182821366922152344e+12 3.899728360316898068e-02 4.994841139289665648e+02 3.885566049418561985e+00
4.981666926717190072e+06 2.295812461723141240e+01 5.020862327430401367e+12 3.893859675824294653e-02 4.979495660327179394e+02 3.785178767187904469e+00
4.928640908363226801e+06 2.298440882213278158e+01 5.143301178028632812e+12 3.925095385427585654e-02 4.992007418349069781e+02 3.851039030332055191e+00
4.949896232145694084e+06 2.269918595309174947e+01 5.365113130018506836e+12 3.800175093725138148e-02 4.993233536477719099e+02 3.798409111598271437e+00
4.888022034205282107e+06 2.213594822092443692e+01 5.139962593934643555e+12 3.932626540773265233e-02 4.996447486462881216e+02 3.587268691327297976e+00
4.768352490639786236e+06 2.290162762921488948e+01 5.265117474636786133e+12 3.871208288442298112e-02 4.986855274169203085e+02 3.819221951177360186e+00
4.996899453568808734e+06 2.243477065488552213e+01 5.119687005272503906e+12 3.894846539922681983e-02 4.987297559261437527e+02 3.928003338287928692e+00
4.894696271029748954e+06 2.181985928531344854e+01 5.096945335834231445e+12 3.937299319814773629e-02 4.985852501688473808e+02 3.803938251277277693e+00
4.975458375075891614e+06 2.206347641901801637e+01 5.138695394588199219e+12 3.904234207264329487e-02 4.987816433117557153e+02 3.935083287241713634e+00
4.942792541629366577e+06 2.300601934059872633e+01 5.238519963991194336e+12 3.869103778674747030e-02 4.996889098354529324e+02 3.646833417453109405e+00
4.969372257386124693e+06 2.277619613918845687e+01 5.163200263774292969e+12 3.931113412479425584e-02 4.969094486381789011e+02 3.729635246034482599e+00
4.908365835270954296e+06 2.245208342947115199e+01 5.098713720603063477e+12 3.895007532502582637e-02 4.985151579501433048e+02 3.910837216692182317e+00
4.896252011523222551e+06 2.262070134098481944e+01 5.030275520925974609e+12 3.947918052661225641e-02 4.975411762360562875e+02 3.838815398441537852e+00
4.991050944303108379e+06 2.204659509737633982e+01 5.142568251247665039e+12 3.886359240538935639e-02 4.996257322965489038e+02 3.802329961308548611e+00
4.839106898992651142e+06 2.243686361260890294e+01 5.023277177512530273e+12 3.916689055139794401e-02 4.992293046268807188e+02 3.878456380681034599e+00
4.878179875114389695e+06 2.268968398012247789e+01 5.009576083669733398e+12 3.926369762771994565e-02 4.990114120171222680e+02 3.799513941071833933e+00
4.998680669636844657e+06 2.212412185548267729e+01 5.053197792429528320e+12 3.927271510130429799e-02 4.976061040767946224e+02 3.831387280228027770e+00
4.921054118080664426e+06 2.222547692411356479e+01 5.120659416490706055e+12 3.908887544747970816e-02 4.992730703234712450e+02 3.753593755609016647e+00
4.830153207067081705e+06 2.344513386940874966e+01 5.054920863335749023e+12 3.940783947563034073e-02 4.974949000020706080e+02 3.695550908972093040e+00
4.997778562593290582e+06 2.232624644066568464e+01 5.059575004668495117e+12 3.889991327140882721e-02 4.988708070564503032e+02 3.812923025800630139e+00
4.935862845365506597e+06 2.255953629202296895e+01 5.060301548195486328e+12 3.903833226747353141e-02 4.996340043048707003e+02 3.752370510574004836e+00
4.959379796453412622e+06 2.204234788727923444e+01 5.173037570657952148e+12 3.881347494859320457e-02 4.997228899381597103e+02 3.939623883947649396e+00
4.977274737378645688e+06 2.175734262448289513e+01 5.045667237303967773e+12 3.919385192021771630e-02 4.988048719431818654e+02 4.111623629911001387e+00
4.590556421054881997e+06 2.346345676075691244e+01 5.314327196894555664e+12 3.863802008021540585e-02 4.986754078854510794e+02 3.717993540222034987e+00
4.947861649525592104e+06 2.253667216101775495e+01 5.009767510399628906e+12 3.966617821442586928e-02 4.991828026975912280e+02 3.760467880700409715e+00
4.848100470006985590e+06 2.274463469467561794e+01 5.000826090806985352e+12 3.940165140469300414e-02 4.976331323158150326e+02 3.820422908134079254e+00
4.993757738449707627e+06 2.261022803510265788e+01 5.238278880767114258e+12 3.846508169789797371e-02 4.988248853429496990e+02 3.766722648486610758e+00
4.996860976843757555e+06 2.311742516023963390e+01 5.279618096753632812e+12 3.864494405969823992e-02 4.998156871675896582e+02 3.696692124477941821e+00
4.964526760760802776e+06 2.231290160585984594e+01 5.177747982088551758e+12 3.887128595945894827e-02 4.973335622404096625e+02 3.718878828141191306e+00
4.989865143417812884e+06 2.233905473973980449e+01 5.151003813921321289e+12 3.926958561210357884e-02 4.955064006350991690e+02 3.795029689619993984e+00
4.928725740377813578e+06 2.208864223461420195e+01 5.133514984593450195e+12 3.893624519497389941e-02 4.997673163112469865e+02 3.961231947349014071e+00
4.963033910340779461e+06 2.214898909018206297e+01 5.134688937691016602e+12 3.889796385708719356e-02 4.978190545435341505e+02 3.702278031403705150e+00
4.974404923697443679e+06 2.231169467141717533e+01 5.134215851036909180e+12 3.925142403784891848e-02 4.984728314332172090e+02 3.694208014573040710e+00
4.978349424945928156e+06 2.246671722854923914e+01 5.021535911748041016e+12 3.914498945503026850e-02 4.974235608184711168e+02 3.748350650240193538e+00
4.970556647614590824e+06 2.281091035672228173e+01 5.263981507792136719e+12 3.841645813504706436e-02 4.989563346505523214e+02 3.749642592762731486e+00
4.980804094896759838e+06 2.305553044055579193e+01 5.010000055185556641e+12 3.925641272382995872e-02 4.989070009383080446e+02 3.697650757851109304e+00
4.917210024293749593e+06 2.181788090101098376e+01 5.093402987138480469e+12 3.906815333721420924e-02 4.999882128188328920e+02 3.962374469665840948e+00
4.997519917759632692e+06 2.277233874662043078e+01 5.010724202899719727e+12 3.936517888885363720e-02 4.999569573553039845e+02 3.700020402771921013e+00
4.990665632453849539e+06 2.247394811305876061e+01 5.018684172128358398e+12 3.931981610013416534e-02 4.991793847732886888e+02 3.814206763691973645e+00
4.821234804725330323e+06 2.277882680404469440e+01 5.021944945442937500e+12 3.934110673502982242e-02 4.994895077949132087e+02 3.853791701171267459e+00
4.953861230000897311e+06 2.226293791340491168e+01 5.178212913071737305e+12 3.887835394268060463e-02 4.962182827651438970e+02 3.872487376243410218e+00
4.862146759623605758e+06 2.220500020678952069e+01 5.103714935545296875e+12 3.908667863816643606e-02 4.998285684701446030e+02 3.942409040971956991e+00
4.994327041882548481e+06 2.264505379790005435e+01 5.165710071522372070e+12 3.903958301083006177e-02 4.996240473680888954e+02 3.743909277587502249e+00
4.990567674770161510e+06 2.212385938343835790e+01 5.006668837673682617e+12 3.932042678679091574e-02 4.994045623572577597e+02 3.909271870076581390e+00
4.990179377200193703e+06 2.208931373162788248e+01 5.284273575849826172e+12 3.849693301086760944e-02 4.981746379217402705e+02 3.775924383131754158e+00
4.993896441013969481e+06 2.294059917380571534e+01 5.022068382490630859e+12 3.937028506763250862e-02 4.997500268682944693e+02 3.683487227317098878e+00
4.978899133947158232e+06 2.216551532748396625e+01 5.006581908800661133e+12 3.955683471338532903e-02 4.991936106650357488e+02 3.774389109269296050e+00
4.921054118080664426e+06 2.222547692411356479e+01 5.120659416490706055e+12 3.908887544747970816e-02 4.992730703234712450e+02 3.753593755609016647e+00
4.957165711769919842e+06 2.303656802794715119e+01 5.007087207080861328e+12 3.932055363328921388e-02 4.963362672514294900e+02 3.648141275049969323e+00
4.966563515778068453e+06 2.273569526692332943e+01 5.141489337808109375e+12 3.869293166084684238e-02 4.989674069328968358e+02 3.588225313445885245e+00
4.984113710180385038e+06 2.230239042811328432e+01 5.031909909326993164e+12 3.880814291023892276e-02 4.999812216177778623e+02 3.894023118639598380e+00
4.884410112172082067e+06 2.247137826618465795e+01 5.015335755720725586e+12 3.988765681945602437e-02 4.966267305801148382e+02 3.706360860147139391e+00
4.953890520171006210e+06 2.264558315685482981e+01 5.004613694176832031e+12 3.894536676079508875e-02 4.982424122915933822e+02 3.780805279770162564e+00
4.913642484179377556e+06 2.226860661514016471e+01 5.138849202393295898e+12 3.878006650460603250e-02 4.998741441685411928e+02 3.968227997370219917e+00
4.954670128806524910e+06 2.251601022869679269e+01 5.116855924174976562e+12 3.913541116006261089e-02 4.999659749763711147e+02 3.763200728786605165e+00
4.938258993497727439e+06 2.214583972773184684e+01 5.104817191399084961e+12 3.892202370666328348e-02 4.999412278484207377e+02 3.907047933471809564e+00
4.997643442557612434e+06 2.241324597672419827e+01 5.554733455261628906e+12 3.794043377072572193e-02 4.997142283383721519e+02 3.680921651396269034e+00
4.942239781456360593e+06 2.206265965366515047e+01 5.002867009097641602e+12 3.905468867102084018e-02 4.991575463443758167e+02 3.804280064093886082e+00
4.986982497420454398e+06 2.312091314720408164e+01 5.265462418052041992e+12 3.803331311333532638e-02 4.995346068443281524e+02 3.771540103293885782e+00
4.979195256019162945e+06 2.256641097534634000e+01 5.187146234558261719e+12 3.901235207911160630e-02 4.984911287412845127e+02 3.838117479818601741e+00
4.955453461917670444e+06 2.209783615396448653e+01 5.048400113416414062e+12 3.943200907906992819e-02 4.983064557458977220e+02 3.864451985299490744e+00
4.921297731521913782e+06 2.237445756806707919e+01 5.372288996994962891e+12 3.870954107161846125e-02 4.954586563829865327e+02 3.774815384586943434e+00
4.969264270852675661e+06 2.256311408730397261e+01 5.031999589351720703e+12 3.944800678772054231e-02 4.985618996456656760e+02 3.749686512554762707e+00
4.973081215744288638e+06 2.214024755843948356e+01 5.006015321106344727e+12 3.929174439846504219e-02 4.997596778066545653e+02 3.804999534453840315e+00
4.963996690671605989e+06 2.190833033478694603e+01 5.054893039547561523e+12 3.948355731179391259e-02 4.996822584291102771e+02 3.821706876565821975e+00
4.841816719523204491e+06 2.253733544986381077e+01 5.021641309654927734e+12 3.956928056631191237e-02 4.987221338495107261e+02 3.667266701004021634e+00
4.947265688730297610e+06 2.305397682332458231e+01 5.063357683543314453e+12 3.913820362580964357e-02 4.978241308918489949e+02 3.693359776474976375e+00
4.850818067109029740e+06 2.289918385568196868e+01 5.026592920885722656e+12 3.937645602494907471e-02 4.979196254505401953e+02 3.990716932704921227e+00
4.992463368262697011e+06 2.216702228348407999e+01 5.221781608367151367e+12 3.870164113978188936e-02 4.981943756602118469e+02 3.932587830511273363e+00
4.972887790224341676e+06 2.184883816732401840e+01 5.091685440207489258e+12 3.930271824714784423e-02 4.999008494076121565e+02 3.805505543312638128e+00
4.852144032171472907e+06 2.230664469624463564e+01 5.159400452607694336e+12 3.884290783527739876e-02 4.999520427537395904e+02 3.916009714347474358e+00
4.996555519536930136e+06 2.233265438572938777e+01 5.150791856645743164e+12 3.865186100473533976e-02 4.996129486903232646e+02 3.752585385413274466e+00
4.905308557071492076e+06 2.248116194191904782e+01 5.226573259436012695e+12 3.868141630614473775e-02 4.989070956337436087e+02 3.965956531455937295e+00
4.903222454751756042e+06 2.316422961627959864e+01 5.366425416646771484e+12 3.798993008803119853e-02 4.986977156017018160e+02 3.722642760234399439e+00
4.971725136467589997e+06 2.185861536304002684e+01 5.093285855447522461e+12 3.913367304731579094e-02 4.996010912841700815e+02 4.013497801865371528e+00
4.971382715624764562e+06 2.280082365496820529e+01 5.169150714750283203e+12 3.874701292745711539e-02 4.998388459458244029e+02 3.750735335949070048e+00
4.977372621999230236e+06 2.173900186767293974e+01 5.168166313126224609e+12 3.907395505468497926e-02 4.994896289672107628e+02 3.796277206832942230e+00
4.989413879328582436e+06 2.265000818835724061e+01 5.144903182399213867e+12 3.893037112330284544e-02 4.997082047222095298e+02 3.704361817201788920e+00
4.987702991162752733e+06 2.360692600815864495e+01 5.170578730090309570e+12 3.876705711328443105e-02 4.998761397587031752e+02 3.484582368539156594e+00
4.989111479349097237e+06 2.181743815740677306e+01 5.040768456741281250e+12 3.945782169602712885e-02 4.999165164461743416e+02 3.858932493650693019e+00
4.971382715624764562e+06 2.280082365496820529e+01 5.169150714750283203e+12 3.874701292745711539e-02 4.998388459458244029e+02 3.750735335949070048e+00
4.995019939020384103e+06 2.209137683699343313e+01 5.026183058097686523e+12 3.907373547628790328e-02 4.991224079842606898e+02 3.764394072571300320e+00
4.963033910340779461e+06 2.214898909018206297e+01 5.134688937691016602e+12 3.889796385708719356e-02 4.978190545435341505e+02 3.702278031403705150e+00
4.883492116089371964e+06 2.284550110445887938e+01 5.276829727233429688e+12 3.853703432807938783e-02 4.988208295032407591e+02 3.881593853414929907e+00
4.889262630522122607e+06 2.230736904550447974e+01 5.280090344696563477e+12 3.842746572791705395e-02 4.987416001802405958e+02 3.809019889965223449e+00
4.961529673863815144e+06 2.241183327654751167e+01 5.015604384338229492e+12 3.938551370632178278e-02 4.982387019818414160e+02 3.786031643128042745e+00
4.708418589448357001e+06 2.248083015506169602e+01 5.030766343991399414e+12 3.930723469204853993e-02 4.985061654238393771e+02 3.888162199940684793e+00
4.959208335147562437e+06 2.212537615375226352e+01 5.024256170392678711e+12 3.941362207504642279e-02 4.964435855304304255e+02 3.868862921824973267e+00
4.886303848443785682e+06 2.242298065745922031e+01 5.198680514383282227e+12 3.873815036378528559e-02 4.991356076591525266e+02 3.940241607215588804e+00
4.883364804375281557e+06 2.293318574418709943e+01 5.560742388440916016e+12 3.785675440160046756e-02 4.977860452076438378e+02 3.758391571663917130e+00
4.956036622118938714e+06 2.284275894471822710e+01 5.093292458034190430e+12 3.892794281599401551e-02 4.971617860670168056e+02 3.679008456065170574e+00
4.926168696821734309e+06 2.222645450486851360e+01 5.101250491356241211e+12 3.890527487680375818e-02 4.993218557358190992e+02 4.000348103850820181e+00
4.993355663583410904e+06 2.232103850740287498e+01 5.020257332807506836e+12 3.967916862666799604e-02 4.972843810027044356e+02 3.811538711646884625e+00
